,registry_id,fac_name,fac_lat,fac_long,fac_percent_minority,fac_pop_den,fac_days_last_inspection,fac_curr_compliance_status,fac_curr_snc_flg,tri_releases_transfers,fac_map_flg
9081,110001491396,GLASS UNLIMITED,35.92338,-79.99837,56.38,1280.84,1334.0,No Violation,N,0.0,Y
9083,110001492028,CROUSE HINDS MOLDED PRODUCTS,35.2906,-77.76156999999999,51.583999999999996,179.89,3264.0,No Violation,N,150882.0,Y
9084,110001492992,INGERSOLL RAND,35.189721999999996,-79.387049,28.741,516.58,5044.0,No Violation,N,36336.0,Y
9085,110001493090,ELKAY PLUMBING PRODUCTS CO,34.64175,-79.07481,79.693,255.6,773.0,No Violation,N,1293850.0,Y
9086,110001493189,DUBOSE STRAPPING INC,35.026057,-78.335571,54.375,379.41,4682.0,No Violation,N,30630.0,Y
9087,110001493492,DNP IMAGINGCOMM AMERICA CORP,35.42325,-80.66035,26.526,955.22,240.0,No Violation,N,40690.0,Y
9088,110001493615,CAROLINA STEEL CORP,36.076440000000005,-80.22929,71.053,2356.77,382.0,No Violation,N,9667.0,Y
9089,110001493642,VICTAULIC COMPANY - LELAND FACILITY,34.259170000000005,-78.06968,30.57,327.93,1098.0,No Violation,N,615.0,Y
9091,110001493875,ARGOS READY MIX GOLDSBORO CONCRETE PLANT,35.38374,-78.00461,70.60600000000001,874.4,3524.0,No Violation,N,0.0,Y
9092,110001494525,CONCRETE SUPPLY,35.26388,-81.17577,43.576,1803.88,921.0,No Violation,N,0.0,Y
9093,110001494874,FIRESTONE FIBERS & TEXTILES,35.23088,-81.31827,26.756,398.57,241.0,No Violation,N,77441.0,Y
9097,110001496382,CONCRETE SUPPLY CO LLC-MONROE,34.9954,-80.52931,65.57,839.02,922.0,No Violation,N,0.0,Y
9098,110001497489,BENDEL CORP,35.280481,-80.805891,85.045,2296.79,878.0,No Violation,N,4600.0,Y
9099,110001499183,MURPHY-BROWN LLC LAURINBURG FEED MILL,34.761382,-79.417153,75.596,303.61,1257.0,No Violation,N,16.0,Y
9100,110001499361,CONCRETE SUPPLY COMPANY,35.100276,-80.91710400000001,50.996,1192.63,600.0,No Violation,N,0.0,Y
9101,110001499487,S&W CASTLE HAYNE PLANT,34.35637,-77.86587,28.373,173.92,802.0,No Violation,N,0.0,Y
9102,110001500572,CORMETECH INC,36.09324,-78.84781,47.273,288.37,818.0,No Violation,N,8474.0,Y
9103,110001501027,BRUNSON MARINE GROUP LLC,35.67028,-77.95221,37.809,218.18,291.0,No Violation,N,3005.0,Y
9105,110001502311,CARDINAL FG FLAT GLASS PLANT,35.632554,-80.788799,20.441,403.67,172.0,No Violation,N,39.0,Y
9107,110001503301,PLYCEM USA LLC,36.199131,-81.034545,9.923,119.6,178.0,No Violation,N,0.0,Y
9108,110001503711,CARRIER CORP,35.35341,-80.82526999999999,59.129,1570.05,1026.0,No Violation,N,268161.0,Y
9109,110001503748,BLACK & DECKER,35.924587,-77.559573,54.278,451.34,2328.0,No Violation,N,28696.0,Y
9111,110001504202,SANTA FE NATURAL TOBACCO COMPANY,36.275483,-78.59606600000001,62.915,288.06,292.0,No Violation,N,22750.0,Y
9112,110001504809,DYNO OVERLAYS INCORPORATED,35.927783000000005,-80.236216,10.055,342.69,159.0,No Violation,N,1984.0,Y
9113,110001505185,JOHN DEERE SEEDING GROUP,46.91737,-97.98065,5.35,249.76,1847.0,No Violation,N,13156.0,Y
9114,110001505354,BOBCAT CO,46.8006,-100.75541,9.927999999999999,1663.49,6733.0,No Violation,N,24421.0,Y
9115,110001505602,WHELAN ENERGY CENTER POWER PLANT,40.581495000000004,-98.313185,18.159000000000002,98.16,97.0,In Violation,N,431533.0,Y
9117,110001509252,NOX-CRETE MANUFACTURING INC,41.24388,-95.94223000000001,44.257,4025.17,2342.0,No Violation,N,9687.0,Y
9118,110001511052,CONCRETE IND. INC.,40.825093,-96.69489,24.373,3976.1,144.0,No Violation,N,2072.0,Y
9119,110001512186,CAMACO COLUMBUS MANUFACTURING,41.43472,-97.2852,33.353,189.65,467.0,No Violation,N,720.0,Y
9120,110001512603,US AIR FORCE OFFUTT AFB NE,41.110433,-95.91529,22.101999999999997,1247.83,1181.0,No Violation,N,610.0,Y
9122,110001513880,MERCK ANIMAL HEALTH,41.23057,-96.25066,8.382,815.41,52.0,No Violation,N,3.0,Y
9123,110001514549,BALDWIN FILTERS INC,40.920707,-100.16826,5.96,135.67,2321.0,No Violation,N,5502.0,Y
9124,110001514638,FIBERGLASS PRODUCTS,40.87386,-98.02141,3.752,165.82,684.0,No Violation,N,4158.0,Y
9126,110001516583,CRETE READY MIX CO,40.623409,-96.97375600000001,39.275999999999996,264.12,3071.0,No Violation,N,14.0,Y
9127,110001517234,EATON CORP VEHICLE GROUP,40.62299,-98.37964000000001,11.606,634.86,1076.0,No Violation,N,53691.0,Y
9128,110001519376,ARNOLD ENGINEERING COMPANY,41.12405,-101.72511999999999,9.413,184.03,2692.0,No Violation,N,13610.0,Y
9129,110001520621,CHIEF INDUSTRIES INC - AGRI/INDUSTRIAL DIV,40.713884,-99.01998,10.254000000000001,342.79,3967.0,In Violation,N,119335.0,Y
9131,110001521675,GORHAM SAND & GRAVEL PIKE INDUSTRIES INC,44.397882,-71.202217,3.405,93.38,3751.0,No Violation,N,2.0,Y
9132,110001522530,NATIONAL GYPSUM WALLBOARD PLANT,43.088056,-70.767222,7.746,1102.22,143.0,No Violation,N,0.0,Y
9133,110001522745,APC PAPER,43.373490000000004,-72.34598000000001,4.854,454.16,989.0,No Violation,N,0.0,Y
9136,110001525779,NATIONAL GYPSUM GOLD BOND BLDG PRODUCT,40.10465,-74.82958,32.236999999999995,2259.66,1306.0,No Violation,N,19.0,Y
9137,110001529258,MARCAL MANUFACTURING,40.90232,-74.13179000000001,67.694,11736.06,33.0,In Violation,N,22.0,Y
9138,110001529819,POTTERS INDUSTRIES LLC,40.84748,-74.09832,52.301,8733.21,1230.0,No Violation,N,13695.0,Y
9139,110001530861,ARDAGH GLASS PACKAGING INC,39.407779999999995,-75.21889,75.14,1150.3,429.0,No Violation,N,172.0,Y
9143,110001540681,CALPINE PARLIN INC,40.462528000000006,-74.326065,39.87,2519.49,370.0,No Violation,N,798.0,Y
9145,110001546444,US DOD USAF KIRTLAND AIR FORCE BASE,35.10366,-106.55071000000001,51.38399999999999,5347.27,208.0,In Violation,Y,1128.0,Y
9146,110001551829,CALMAT DBA VULCAN FORMERLY LAFARGE SOUTHWEST INC.,35.141673,-106.60556399999999,55.093999999999994,2981.39,226.0,No Violation,N,0.0,Y
9148,110001560560,POLYGLASS,39.605129999999996,-119.20673000000001,23.643,596.57,2676.0,No Violation,N,675.0,Y
9149,110001560926,BORAL ROOFING LLC,36.05755,-115.01982,41.047,2952.29,2957.0,No Violation,N,9.0,Y
9150,110001561943,JOHNS MANVILLE,39.6042,-119.2034,23.259,563.93,481.0,No Violation,N,109.0,Y
9152,110001566902,CUTCO CUTLERY CORP,42.07396,-78.40689,9.706,609.72,1188.0,No Violation,N,36080.0,Y
9153,110001567055,BLACKSTONE BUSINESS ENTERPRISES INC,42.109190000000005,-79.21422,14.715,1293.25,534.0,No Violation,N,30126.0,Y
9154,110001567652,CORTLAND ASPHALT PRODUCTS,42.624962,-76.147933,7.859,812.02,529.0,No Violation,N,1.0,Y
9158,110001570354,FELDMEIER EQUIPMENT INC,43.04079,-74.85648,3.6860000000000004,234.89,793.0,In Violation,N,163366.0,Y
9159,110001575073,DOLOMITE PRODUCTS PENFIELD PLANT,43.14485,-77.48456,9.094,1797.05,2252.0,No Violation,N,0.0,Y
9160,110001578221,GLOBE METALLURGICAL INC,43.12195,-79.04451800000001,36.29,2516.23,82.0,No Violation,N,26908.0,Y
9161,110001578613,MATT BREWERY COMPANY INC.,43.103429999999996,-75.24414,30.497,2691.81,320.0,No Violation,N,4157.0,Y
9163,110001579541,GLOBAL COMPANIES NORTH TERMINAL,41.48536,-74.01038,57.317,2888.45,26.0,No Violation,N,1628.0,Y
9164,110001583484,INTERFACE PERFORMANCE MATERIALS,42.910194,-73.35813900000001,3.965,180.01,261.0,No Violation,N,0.0,Y
9165,110001583581,SPRAGUE RENSSELAER TERMINAL,42.626216,-73.748913,38.312,1869.62,382.0,No Violation,N,502.0,Y
9166,110001584982,DRESSER-RAND RECIPROCATING PRODUCTS,42.157278999999996,-77.087688,10.873,688.29,325.0,In Violation,N,267634.0,Y
9167,110001586141,THE SOUNDCOAT COMPANY  INC.,40.760220000000004,-73.30521,47.526,4059.61,1133.0,No Violation,N,7333.0,Y
9168,110001596381,INDECK-OLEAN ENERGY CENTER,42.08592,-78.4534,9.978,736.16,41.0,No Violation,N,11305.0,Y
9169,110001599850,UNIFRAX MANUFACTURING,42.98924,-78.91413,14.692,2670.53,947.0,No Violation,N,250.0,Y
9170,110001600296,CASTLETON ENERGY CENTER,42.5375,-73.741667,9.58,248.63,263.0,In Violation,N,5.0,Y
9171,110001600786,PRATT PAPER (NY) INC,40.58791,-74.2018,33.412,4308.73,95.0,In Violation,N,5047.0,Y
9172,110001601400,FLUID POWER SERVICE CORP,42.927209999999995,-78.60162,15.227,346.0,123.0,No Violation,N,497.0,Y
9174,110001617787,RIDGE TOOL CO,41.368759999999995,-82.09015,22.163,2026.32,6355.0,No Violation,N,7687.0,Y
9175,110001618367,AMETEK WESTCHESTER PLASTICS,40.556872999999996,-84.164524,3.6210000000000004,369.01,2440.0,No Violation,N,603.0,Y
9176,110001618385,OHIO VALLEY COAL COMPANY - POWHATAN NO. 6 MINE,39.914428,-80.98012299999999,1.876,19.08,564.0,In Violation,N,42883.0,Y
9177,110001618508,STONECO INC MAUMEE PLANT,41.57119,-83.67408,15.604000000000001,1809.94,472.0,In Violation,N,12.0,Y
9178,110001619384,HONEYWELL AEROSPACE,40.0906,-83.76688,10.795,462.48,110.0,No Violation,N,686.0,Y
9180,110001619669,CPG BUILDING PRODUCTS LLC,39.45425,-83.81523,12.38,493.19,417.0,No Violation,N,1414.0,Y
9181,110001619801,GALION LLC,40.7388,-82.77805,3.216,487.8,171.0,No Violation,N,832.0,Y
9182,110001619945,DORN COLOR INC,41.47483,-81.76694,35.348,7120.35,1678.0,No Violation,N,30056.0,Y
9185,110001623002,HARBISON WALKER REFRACTORIES PLANT,41.23506,-81.04081,6.2829999999999995,153.81,1025.0,In Violation,N,7246.0,Y
9186,110001623333,HYUNDAI IDEAL ELECTRIC CO,40.75562,-82.50216,26.750999999999998,1700.35,54.0,In Violation,N,19620.0,Y
9188,110001624902,CARAUSTAR PAPERBOARD MILL,39.13381,-84.40158000000001,20.886999999999997,2337.99,300.0,No Violation,N,11.0,Y
9189,110001625956,RICHARDS INDUSTRIES,39.14398,-84.42631999999999,32.759,3521.03,1427.0,No Violation,N,25930.0,Y
9190,110001626125,FLINT GROUP PIGMENTS,39.25825,-84.4635,40.605,1848.95,409.0,No Violation,N,62081.0,Y
9191,110001626535,SIEMENS INDUSTRY INC NORWOOD OH,39.160920000000004,-84.44592,45.778999999999996,4293.89,418.0,No Violation,N,6597384.0,Y
9193,110001627366,MORTON SALT INC,40.976821,-81.775437,3.263,385.01,425.0,In Violation,N,218976.0,Y
9196,110001629809,CHICK MASTER INCUBATOR CO,41.124790000000004,-81.8918,7.27,1145.83,2600.0,No Violation,N,491.0,Y
9197,110001629845,BALL METAL FOOD CONTAINER LLC,40.776405,-81.35939599999999,35.833,1656.69,1192.0,No Violation,N,8520.0,Y
9198,110001629907,STANLEY BLACK & DECKER/MAC TOOLS INC,38.8897,-83.88716,4.187,186.79,1648.0,No Violation,N,44322.0,Y
9199,110001630174,DURAY PLATING COMPANY,41.464259999999996,-81.78715,29.735,6319.27,1823.0,No Violation,N,0.0,Y
9200,110001630183,MASTER CHROME SERVICE INC.,41.48708,-81.72596,50.858000000000004,6187.53,2865.0,No Violation,N,1600.0,Y
9201,110001630272,SHERWIN-WILLIAMS CO,41.41765,-81.49294,66.45,1696.21,144.0,In Violation,N,316939.0,Y
9202,110001630281,UNITED SURFACE FINISHING,40.820409999999995,-81.31958,29.803,1645.0,487.0,No Violation,N,3550.0,Y
9204,110001630325,PORTER-GUERTIN CO,39.121159999999996,-84.53256999999999,52.633,4897.79,500.0,No Violation,N,20.0,Y
9205,110001630664,PRODUCTION PAINT FINISHERS INC *,40.129142,-84.43154,2.226,133.95,46.0,No Violation,N,7935.0,Y
9206,110001630735,U S CHROME CORP OF OHIO,39.7431,-84.20215999999999,45.996,3256.74,264.0,No Violation,N,680.0,Y
9207,110001631501,ATLAS ROOFING CORP,34.185308,-97.108199,36.205,761.27,1690.0,No Violation,N,780.0,Y
9208,110001633796,HOLCIM US INC/ADA PLT,34.767540000000004,-96.69651999999999,33.967,589.46,479.0,In Violation,Y,37380.0,Y
9209,110001636025,CAMERON INTERNATIONAL CORP,35.43533,-97.49551,62.247,2562.58,4190.0,No Violation,N,43407.0,Y
9210,110001637159,JOHNS MANVILLE,35.474740000000004,-97.45914,60.354,1526.81,689.0,No Violation,N,5.0,Y
9212,110001645783,ERGON ASPHALT & EMULSIONS INC. - MUSKOGEE,35.779416999999995,-95.302139,36.92,284.15,843.0,In Violation,N,0.0,Y
9215,110001647433,VALLOUREC STAR LP,35.793085,-95.302058,39.059,204.37,363.0,No Violation,N,726.0,Y
9216,110001648263,GENERAL WIRE & SUPPLY CO INC,36.136845,-96.086669,23.453000000000003,833.79,2145.0,No Violation,N,96845.0,Y
9217,110001649690,REPUBLIC PAPERBOARD CO.,34.59646,-98.50255,45.327,861.13,242.0,In Violation,N,0.0,Y
9218,110001649725,AMERICAN FOUNDRY GROUP LLC ALLOY 2 FACILITY,35.698567,-95.304926,36.539,198.29,3993.0,No Violation,N,7928.0,Y
9219,110001649789,FREEMAN PRODUCTS,36.0609,-95.810983,27.261,2205.31,6516.0,No Violation,N,16.0,Y
9220,110001651891,NATIONAL OILWELL VARCO/TULSA MULTIPLEX,36.06555,-96.05648000000001,26.246,693.98,2818.0,No Violation,N,118069.0,Y
9221,110001652587,BALON CORP,35.43258,-97.48794000000001,59.685,2363.48,671.0,No Violation,N,3670.0,Y
9223,110001653746,OWENS CORNING,45.5484,-122.7199,26.769000000000002,3991.91,4752.0,No Violation,N,2510.0,Y
9225,110001654193,WEST LINN PAPER MILL,45.356396999999994,-122.61483600000001,13.061,2705.53,102.0,In Violation,N,4.0,Y
9229,110001656556,DARIGOLD PORTLAND,45.503440000000005,-122.65983,17.355999999999998,6713.45,184.0,No Violation,N,91817.0,Y
9232,110001657840,FEDERAL CORRECTIONAL INSTITUTION SHERIDAN,45.085875,-123.385949,29.578000000000003,258.62,1902.0,No Violation,N,1236.0,Y
9233,110001658331,LINDE MEDFORD,42.431364,-122.900247,16.557000000000002,213.09,894.0,No Violation,N,811.0,Y
9234,110001658395,MARUICHI OREGON STEEL TUBE LLC,45.622223999999996,-122.765849,38.4,882.02,1910.0,No Violation,N,51.0,Y
9235,110001660131,SUIZA DAIRY CORPORATION,18.391944,-66.083885,98.71700000000001,7523.63,1032.0,No Violation,N,43424.0,Y
9236,110001663101,ASPEN AEROGELS,41.830317,-71.37076400000001,37.878,4865.21,319.0,No Violation,N,33650.0,Y
9237,110001663174,SPRAGUE ENERGY TERMINAL,41.810295,-71.404999,55.419,8496.11,492.0,No Violation,N,211.0,Y
9238,110001663450,BLOCK ISLAND POWER GENERATING STATION,41.17431,-71.56625,5.345,119.13,1138.0,No Violation,N,4970.0,Y
9239,110001664574,EASTERN COLOR & CHEMICAL CO,41.841824,-71.409359,51.842,8286.66,1116.0,No Violation,N,55.0,Y
9241,110001666064,ARGOS CEMENT HARLEYVILLE PLANT,33.226205,-80.452832,51.36,64.53,244.0,In Violation,Y,1621.0,Y
9242,110001666554,MILLIKEN & CO  ENTERPRISE PLANT,35.02227,-82.56084,5.832999999999999,79.98,459.0,In Violation,N,131871.0,Y
9243,110001666787,PERRIGO OF SOUTH CAROLINA INC,34.80144,-82.35619,48.023,1361.92,103.0,In Violation,N,2046.0,Y
9244,110001667615,CAROLINA POLE INC,33.37762,-80.36013,75.275,101.13,300.0,No Violation,N,3548.0,Y
9246,110001669506,HONEYWELL CONWAY,33.795970000000004,-78.99597,20.976999999999997,683.12,468.0,No Violation,N,20556.0,Y
9248,110001670807,SCHNEIDER ELECTRIC,34.67514,-83.0175,18.87,228.26,4762.0,No Violation,N,245735.0,Y
9249,110001670978,U.S. ALUMOWELD,34.885,-82.13166700000001,22.612,373.61,753.0,No Violation,N,196375.0,Y
9250,110001671030,EATON ELECTRICAL INC,34.193333,-82.158333,50.235,1144.43,5630.0,No Violation,N,173086.0,Y
9251,110001671085,COLUMBIA FARMS GREENVILLE DIVISION,34.89452,-82.36693000000001,29.136999999999997,2017.21,291.0,No Violation,N,250.0,Y
9252,110001671272,SARA LEE BAKERY,34.78948,-82.42253000000001,57.012,1268.84,4427.0,No Violation,N,4300.0,Y
9253,110001672164,ASCO VALVE MANUFACTURING,33.59017,-81.69451,64.185,518.24,1865.0,No Violation,N,60954.0,Y
9254,110001672422,COATEX & POLACRYL,34.70445,-81.14065,31.644000000000002,80.77,324.0,No Violation,N,1760.0,Y
9255,110001672878,FEDERAL MOGUL FRICTION PRODUCT S,33.460409999999996,-80.84528,89.64,549.3,549.0,No Violation,N,15610.0,Y
9257,110001673564,BRIDGESTONE FIRESTONE,33.62022,-81.84952,33.42,96.46,5.0,In Violation,N,211444.0,Y
9258,110001673779,NIPPON CARBIDE INDUSTRIES,34.75615,-82.36313,61.167,873.04,66.0,In Violation,N,32470.0,Y
9260,110001673822,VALMONT - COLUMBIA GALVANIZING INC.,33.92642,-81.11771,21.142,571.97,614.0,No Violation,N,9387.0,Y
9261,110001673984,STUEKEN LLC,34.689370000000004,-82.24056,27.875999999999998,819.93,4074.0,No Violation,N,133102.0,Y
9262,110001674224,FINNCHEM USA - EASTOVER,33.826485,-80.636358,78.922,7.31,703.0,No Violation,N,15390.0,Y
9263,110001674796,ADF CORPORATION OF SOUTH CAROLINA,33.951668,-80.998692,35.486,1117.42,621.0,No Violation,N,37485.0,Y
9264,110001674858,FRAZIER INDUSTRIAL CO,34.206389,-80.02194399999999,25.868000000000002,61.25,527.0,No Violation,N,48065.0,Y
9265,110001675492,SEM PRODUCTS INC,34.947443,-80.95061,33.918,514.64,487.0,No Violation,N,23252.0,Y
9266,110001675722,PATHEON,34.1978,-79.8478,29.648000000000003,822.57,683.0,No Violation,N,294840.0,Y
9268,110001675768,BORAL STONE PRODUCTS,34.70814,-81.14171,32.567,90.31,80.0,No Violation,N,19682.0,Y
9269,110001676552,SHOWPLACE WOOD PRODUCTS,43.44168,-96.70424,3.827,195.89,221.0,No Violation,N,107735.0,Y
9270,110001676874,GREER STOP NUT INC,36.09285,-86.74668,44.222,2413.23,192.0,No Violation,N,10630.0,Y
9272,110001680823,WYANDOTTE MUNICIPAL POWER PLANT,42.2082,-83.1456,14.866,4924.56,384.0,In Violation,Y,182957.0,Y
9273,110001682929,PIKE INDUSTRIES,43.67496,-70.33224,13.866,1833.43,2278.0,No Violation,N,0.0,Y
9274,110001683072,GRUPO ANTOLIN,43.320570000000004,-83.07344,4.772,111.78,248.0,No Violation,N,15629.0,Y
9275,110001684954,FOX VALLEY FORGE CO,41.76742,-88.30527,70.085,4984.62,654.0,No Violation,N,11500.0,Y
9277,110001685258,JESSUP MANUFACTURING CO,42.28063,-87.90146999999999,20.302,1134.74,745.0,No Violation,N,20119.0,Y
9278,110001685347,NEW NGC INC D/B/A NATIONAL GYPSUM CO,42.36654,-87.82347,83.425,4973.64,1235.0,No Violation,N,53.0,Y
9279,110001687728,OX PAPERBOARD ILLINOIS LLC,40.55205,-89.66637,7.068,1073.99,1480.0,In Violation,N,0.0,Y
9281,110001691964,ANNAPOLIS/BESTGATE PLANT,38.99626,-76.54563,33.528,1624.44,7976.0,No Violation,N,123.0,Y
9283,110001697334,HONEYWELL DEER VALLEY,33.67944,-112.09703999999999,29.493000000000002,2805.1,704.0,No Violation,N,78.0,Y
9284,110001700142,ERGON ASPHALT & EMULSIONS INC.- LITTLE ROCK AR,34.678583,-92.265,75.721,205.17,928.0,No Violation,N,0.0,Y
9285,110001700222,HUSQVARNA FORESTRY PRODUCTS NA INC,33.932896,-93.849565,11.279000000000002,21.3,60.0,No Violation,N,1256.0,Y
9286,110001701864,FRITO-LAY INC,35.8116,-90.61,32.45,209.79,100.0,No Violation,N,0.0,Y
9287,110001702453,JASON INTERNATIONAL INC,34.822018,-92.320913,42.00899999999999,472.33,159.0,No Violation,N,10329.0,Y
9288,110001704567,HACKNEY LADISH INC,35.273528000000006,-93.10719399999999,22.842,817.27,702.0,No Violation,N,49327.0,Y
9289,110001705021,KIMBERLY-CLARK CORP,34.864664000000005,-92.395071,22.375,840.55,936.0,No Violation,N,15700.0,Y
9290,110001705548,ECK ADAMS COMPANY,35.690028000000005,-89.989194,58.27,296.54,1119.0,No Violation,N,9785.0,Y
9291,110001707378,PRECISION PACKAGING INC,34.758055999999996,-92.22219399999999,57.933,971.28,662.0,No Violation,N,303.0,Y
9292,110001708698,MARTIN SPROCKET & GEAR INC,36.044072,-90.484329,6.359,665.96,271.0,No Violation,N,130606.0,Y
9293,110001709045,ALLIANCE RUBBER CO,34.46863,-93.02261,24.643,850.54,445.0,No Violation,N,10.0,Y
9294,110001710195,WABASH NATIONAL WOOD PRODUCTS,36.249327,-93.149697,5.205,449.29,32.0,No Violation,N,26.0,Y
9295,110001710649,PRECISION PACKAGING,35.432778000000006,-94.37472199999999,43.604,1440.49,2874.0,No Violation,N,1.0,Y
9296,110001711568,POROCEL INDUSTRIES LLC,34.654111,-92.306083,77.734,819.02,345.0,No Violation,N,61143.0,Y
9297,110001711997,ARKANSAS LIME CO,35.794009,-91.718918,13.384,62.06,240.0,In Violation,N,68213.0,Y
9298,110001712549,WEYERHAEUSER NR COMPANY- EMERSON DIVISION,33.0435,-93.1725,77.626,7.82,129.0,In Violation,Y,32895.0,Y
9299,110001712870,UNITED LAUNCH ALLIANCE - DECATUR OPERATIONS,34.631634000000005,-87.069907,34.874,109.67,17.0,No Violation,N,382471.0,Y
9300,110001712889,OX BODIES INC,33.684101,-87.82086600000001,25.4,187.4,368.0,No Violation,N,73228.0,Y
9301,110001713085,BARBER MILK LLC,33.458819,-86.838887,61.00899999999999,2542.59,152.0,In Violation,N,43709.0,Y
9302,110001713165,IMPERIAL ALUMINUM-SCOTTSBORO LLC.,34.613056,-86.086667,9.646,168.6,368.0,In Violation,N,66224.0,Y
9305,110001713780,STEEL TECHNOLOGIES LLC,34.65328,-87.07016,35.351,26.01,2194.0,No Violation,N,46130.0,Y
9306,110001714413,SOUTHEASTERN PLATEWORKS LLC,33.6529,-86.71523,73.661,1265.32,794.0,No Violation,N,60219.0,Y
9307,110001714574,JENKINS BRICK COMPANY,32.39451,-86.30565,66.296,1692.46,368.0,No Violation,N,0.0,Y
9308,110001715369,HARRIGAN LUMBER COMPANY,31.515978999999998,-87.29480500000001,54.912,198.22,201.0,In Violation,N,14.0,Y
9309,110001715467,ERGON ASPHALT & EMULSIONS INC. - BIRMINGPORT,33.56029,-87.10793000000001,3.105,52.27,325.0,In Violation,N,0.0,Y
9310,110001715519,FITCO,33.6191,-85.77072,23.936,509.22,368.0,No Violation,N,62444.0,Y
9311,110001715573,VULCAN INDUSTRIES,33.580259999999996,-86.47843,12.822000000000001,419.74,2393.0,No Violation,N,61679.0,Y
9315,110001716965,TENNESSEE ALLOYS CO,34.94458,-85.69986999999999,13.45,126.43,368.0,No Violation,N,52259.0,Y
9316,110001722645,LAFARGE GREELEY READY MIX & ASPHALT PLANT,40.44854,-104.73949,41.269,1765.28,1025.0,No Violation,N,1.0,Y
9317,110001728275,CAPCO INCORPORATED,39.05839,-108.5501,20.763,1696.13,96.0,No Violation,N,350.0,Y
9318,110001728710,ADVANCED SURFACE TECHNOLOGIES INC,39.794340000000005,-105.06527,34.453,4544.03,857.0,No Violation,N,198171.0,Y
9319,110001729363,TILCON CONNECTICUT AGGREGATE & ASPHALT,41.719590000000004,-72.714,52.407,4451.98,401.0,No Violation,N,0.0,Y
9320,110001729489,ITW CONVERTED PRODUCTS,41.862182000000004,-72.69760699999999,57.68899999999999,985.43,298.0,No Violation,N,8112.0,Y
9321,110001730609,SUZIO ASPHALT CO INC L,41.55612,-72.75622,42.056999999999995,1441.92,1249.0,No Violation,N,0.0,Y
9323,110001731154,O&G INDUSTRIES INC.,41.04102,-73.54606,48.751000000000005,5913.84,4051.0,No Violation,N,0.0,Y
9324,110001734641,AMERICAN HEAT TREATING INC,41.34341,-73.2469,9.443,660.28,398.0,No Violation,N,0.0,Y
9325,110001735454,SHEFFIELD PHARAMCEUTICALS,41.359145,-72.10576,38.865,2358.53,670.0,In Violation,N,2420.0,Y
9326,110001735837,BITUMAR USA  ASPHALT TERMINAL,41.570985,-72.644889,25.063000000000002,1609.72,731.0,No Violation,N,0.0,Y
9327,110001736051,IKO WILMINGTON PRODUCTION INC,39.747395000000004,-75.505758,63.333999999999996,3614.72,383.0,No Violation,N,397.0,Y
9328,110001737014,UNITED STATES GYPSUM CO.,30.381790000000002,-81.63793000000001,72.697,2349.3,194.0,No Violation,N,48.0,Y
9329,110001737130,ARMSTRONG WORLD INDUSTRIES INC.,30.408671000000002,-87.250165,54.42,2562.22,732.0,No Violation,N,71058.0,Y
